time,min,mean,max,std,count
2094-08-31 00:00:00+00:00,,,,,0
2094-11-30 00:00:00+00:00,,,,,0
2095-02-28 00:00:00+00:00,301.3276,301.3276,301.3276,,1
2095-05-31 00:00:00+00:00,,,,,0
2095-08-31 00:00:00+00:00,,,,,0
2095-11-30 00:00:00+00:00,,,,,0
2096-02-29 00:00:00+00:00,300.1654,300.1654,300.1654,,1
2096-05-31 00:00:00+00:00,,,,,0
2096-08-31 00:00:00+00:00,,,,,0
2096-11-30 00:00:00+00:00,,,,,0
2097-02-28 00:00:00+00:00,301.85342,301.85342,301.85342,,1
2097-05-31 00:00:00+00:00,,,,,0
2097-08-31 00:00:00+00:00,,,,,0
2097-11-30 00:00:00+00:00,,,,,0
2098-02-28 00:00:00+00:00,301.13644,301.13644,301.13644,,1
2098-05-31 00:00:00+00:00,,,,,0
2098-08-31 00:00:00+00:00,,,,,0
2098-11-30 00:00:00+00:00,,,,,0
2099-02-28 00:00:00+00:00,301.7677,301.7677,301.7677,,1
2099-05-31 00:00:00+00:00,,,,,0
2099-08-31 00:00:00+00:00,,,,,0
2099-11-30 00:00:00+00:00,,,,,0
2100-02-28 00:00:00+00:00,301.90237,301.90237,301.90237,,1
2100-05-31 00:00:00+00:00,,,,,0
2100-08-31 00:00:00+00:00,,,,,0
2100-11-30 00:00:00+00:00,,,,,0
2101-02-28 00:00:00+00:00,301.13843,301.13843,301.13843,,1
