time,min,mean,max,std,count
2054-08-31 00:00:00+00:00,296.87677,305.1102,310.7702,3.4233163200032273,92
2054-11-30 00:00:00+00:00,292.06564,302.17175,312.48578,5.336703383921317,91
2055-02-28 00:00:00+00:00,287.6549,293.13208,299.62228,3.080480198514179,90
2055-05-31 00:00:00+00:00,288.9172,296.3812,306.2108,4.154446268330248,92
2055-08-31 00:00:00+00:00,294.68823,304.2107,310.4941,3.2533279973392344,92
2055-11-30 00:00:00+00:00,290.22592,300.97858,309.78665,4.649739635490878,91
2056-02-29 00:00:00+00:00,282.2725,291.9644,300.39175,4.367864382459919,91
2056-05-31 00:00:00+00:00,285.2107,295.6804,305.13504,4.885759577942603,92
2056-08-31 00:00:00+00:00,294.32794,304.76016,310.55783,3.7677499607886777,92
2056-11-30 00:00:00+00:00,287.71756,300.9643,311.5565,6.802577411436898,91
2057-02-28 00:00:00+00:00,282.89496,293.53284,300.9833,4.46162531282877,90
2057-05-31 00:00:00+00:00,289.6867,298.19348,307.0116,4.0377359771899,92
2057-08-31 00:00:00+00:00,295.81546,306.5655,312.28268,3.5169072309816727,92
2057-11-30 00:00:00+00:00,293.17813,301.56934,311.57925,5.5407027362777646,91
2058-02-28 00:00:00+00:00,283.70358,291.60486,301.19308,4.078798270332632,90
2058-05-31 00:00:00+00:00,287.89264,297.1282,306.8432,4.153331735067395,92
2058-08-31 00:00:00+00:00,293.11682,304.687,309.20398,3.751143220729928,92
2058-11-30 00:00:00+00:00,288.06256,301.475,313.918,5.625192257900972,91
2059-02-28 00:00:00+00:00,284.1831,290.64886,298.79166,3.150508727846915,90
2059-05-31 00:00:00+00:00,288.80856,297.76672,305.9871,4.142369549048903,92
2059-08-31 00:00:00+00:00,296.0596,304.55106,309.66595,2.8563952887916577,92
2059-11-30 00:00:00+00:00,286.76105,300.18326,308.4721,5.401985936167377,91
2060-02-29 00:00:00+00:00,282.03586,293.85635,301.99994,4.761418513407443,91
2060-05-31 00:00:00+00:00,285.98755,295.38852,308.91345,4.930325759459575,92
2060-08-31 00:00:00+00:00,299.42624,306.4849,313.76978,3.3822724828663637,92
2060-11-30 00:00:00+00:00,287.20737,300.20554,312.64316,6.464509220429077,91
2061-02-28 00:00:00+00:00,283.17648,291.26953,298.8329,3.2535247804224254,90
2061-05-31 00:00:00+00:00,286.46832,294.82028,306.08795,5.155676659447005,92
2061-08-31 00:00:00+00:00,294.10092,304.78888,311.07205,3.460661217507804,92
2061-11-30 00:00:00+00:00,291.34122,302.7171,311.63995,4.891627702948259,91
2062-02-28 00:00:00+00:00,287.23947,293.0682,299.3065,2.9066052823777366,90
2062-05-31 00:00:00+00:00,287.1061,300.18292,308.54315,5.137389021207812,92
2062-08-31 00:00:00+00:00,299.40555,306.88028,312.94913,2.886070623505931,92
2062-11-30 00:00:00+00:00,289.2699,302.36624,311.4593,6.144079065680787,91
2063-02-28 00:00:00+00:00,283.3256,293.27518,301.72464,3.822493949380993,90
2063-05-31 00:00:00+00:00,285.39856,296.22034,306.70773,5.177330947335489,92
2063-08-31 00:00:00+00:00,299.89072,307.79156,314.46674,3.4766233762994836,92
2063-11-30 00:00:00+00:00,288.74478,300.67252,311.23526,6.02355266274344,91
2064-02-29 00:00:00+00:00,285.6783,294.2294,301.79962,3.7598487686853677,91
2064-05-31 00:00:00+00:00,286.50687,295.5382,304.66193,4.258151163185942,92
2064-08-31 00:00:00+00:00,296.16995,305.1556,314.09784,3.771166503726008,92
2064-11-30 00:00:00+00:00,291.7777,303.09335,314.04214,5.735218532337837,91
2065-02-28 00:00:00+00:00,282.52975,291.5558,299.67657,3.5594723091770457,90
2065-05-31 00:00:00+00:00,284.0233,295.6943,303.72687,4.429846187356723,92
2065-08-31 00:00:00+00:00,292.51666,304.70227,310.53732,3.572770911425575,92
2065-11-30 00:00:00+00:00,288.17743,302.0099,312.29272,6.136550426090549,91
2066-02-28 00:00:00+00:00,284.77182,290.71558,297.8102,3.070543104884226,90
2066-05-31 00:00:00+00:00,286.89835,296.53503,303.53452,3.4706529953280634,92
2066-08-31 00:00:00+00:00,299.6636,304.96368,310.94403,2.5832628902656034,92
2066-11-30 00:00:00+00:00,289.57526,303.8317,313.8045,5.07180555155043,91
2067-02-28 00:00:00+00:00,285.06912,293.43442,299.31143,3.1169745365800394,90
2067-05-31 00:00:00+00:00,285.7084,297.14957,307.38022,4.976480777383209,92
2067-08-31 00:00:00+00:00,300.1615,307.5004,314.35788,3.1138882341649867,92
2067-11-30 00:00:00+00:00,295.3628,303.0644,310.52142,3.7463482304441893,91
2068-02-29 00:00:00+00:00,285.30148,292.78183,300.894,3.620433412851859,91
2068-05-31 00:00:00+00:00,288.30817,295.77084,306.39642,4.414049559298318,92
2068-08-31 00:00:00+00:00,296.3644,306.7169,314.0341,3.63164256004499,92
2068-11-30 00:00:00+00:00,286.55698,300.6226,311.7284,5.917115732611336,91
2069-02-28 00:00:00+00:00,288.31415,292.52396,300.7323,2.7810866608470106,90
2069-05-31 00:00:00+00:00,288.48956,297.62094,309.45554,4.5284799102321776,92
2069-08-31 00:00:00+00:00,299.35776,305.37302,310.97858,2.857060516519964,92
2069-11-30 00:00:00+00:00,287.80078,300.3416,314.16122,5.651284923335325,91
2070-02-28 00:00:00+00:00,285.18802,292.01007,300.4956,3.5869344404327723,90
2070-05-31 00:00:00+00:00,286.34464,296.30124,305.42712,4.935683458273101,92
2070-08-31 00:00:00+00:00,298.44382,306.16428,313.7634,2.9145435393050523,92
2070-11-30 00:00:00+00:00,288.47137,303.09302,315.50888,7.362332914240042,91
2071-02-28 00:00:00+00:00,284.3162,291.5641,300.6297,4.100565914353195,90
2071-05-31 00:00:00+00:00,286.92545,297.7616,304.66904,4.245581094391398,92
2071-08-31 00:00:00+00:00,297.97363,307.42944,314.47635,3.8355185044994786,92
2071-11-30 00:00:00+00:00,293.0803,301.668,315.0667,5.452531975716081,91
2072-02-29 00:00:00+00:00,285.16452,292.82092,300.85724,3.8899523986392297,91
2072-05-31 00:00:00+00:00,288.09253,296.14996,302.61288,3.832476866277789,92
2072-08-31 00:00:00+00:00,295.63574,305.89526,313.7418,3.3408855800337247,92
2072-11-30 00:00:00+00:00,292.20587,303.18924,314.7198,6.176110456087388,91
2073-02-28 00:00:00+00:00,279.8239,292.56448,300.8275,4.15375999419973,90
2073-05-31 00:00:00+00:00,286.7299,296.11084,308.77536,5.322537297428764,92
2073-08-31 00:00:00+00:00,299.05475,306.6157,311.82632,2.6857545022502607,92
2073-11-30 00:00:00+00:00,289.32193,303.53403,313.43054,5.866330314068157,91
2074-02-28 00:00:00+00:00,283.22183,293.35843,302.16766,5.0993214968958265,90
2074-05-31 00:00:00+00:00,289.0048,298.37216,310.25766,5.1801956211302045,92
2074-08-31 00:00:00+00:00,300.10202,307.60284,314.6463,3.2346484131391735,92
2074-11-30 00:00:00+00:00,293.47513,301.71692,311.48105,4.563983653013605,91
2075-02-28 00:00:00+00:00,285.92166,293.13083,301.96475,3.4590510569519966,90
2075-05-31 00:00:00+00:00,287.0737,295.70718,303.68777,4.680873444370332,92
2075-08-31 00:00:00+00:00,298.28995,305.60574,310.8803,2.6824750095847363,92
2075-11-30 00:00:00+00:00,290.34744,303.50424,315.2,6.000150004296663,91
2076-02-29 00:00:00+00:00,288.1452,292.7616,298.6924,2.356128712708919,91
2076-05-31 00:00:00+00:00,288.6241,297.29385,307.40726,4.468421795236889,92
2076-08-31 00:00:00+00:00,299.83356,304.68164,309.0161,2.2906852285436754,92
2076-11-30 00:00:00+00:00,293.07645,302.553,310.89798,5.131291066733034,91
2077-02-28 00:00:00+00:00,283.84174,292.15686,298.1534,3.3995959698442966,90
2077-05-31 00:00:00+00:00,289.41977,298.60373,305.27338,3.789896241907983,92
2077-08-31 00:00:00+00:00,298.15192,306.53867,311.9124,3.0042357218545823,92
2077-11-30 00:00:00+00:00,288.61063,300.603,314.0838,6.404384286121476,91
2078-02-28 00:00:00+00:00,288.8207,294.77457,303.4415,3.4935579913193284,90
2078-05-31 00:00:00+00:00,289.29547,297.96213,307.8066,4.702165326681345,92
2078-08-31 00:00:00+00:00,296.4949,307.41864,314.26202,3.2993842116940217,92
2078-11-30 00:00:00+00:00,290.41995,301.8035,311.12994,4.473039735222011,91
2079-02-28 00:00:00+00:00,287.7636,293.69263,300.62006,3.444991832727188,90
2079-05-31 00:00:00+00:00,289.85736,298.45798,305.4332,4.548378428599608,92
2079-08-31 00:00:00+00:00,298.9321,305.98837,312.48068,2.8051215541473726,92
2079-11-30 00:00:00+00:00,293.75064,302.79355,312.95914,4.639450011465542,91
2080-02-29 00:00:00+00:00,285.0931,293.49695,299.00293,3.2890167639475405,91
2080-05-31 00:00:00+00:00,288.10605,297.65714,306.84006,4.4360794099595005,92
2080-08-31 00:00:00+00:00,299.06036,306.4309,311.00186,2.320894115522265,92
2080-11-30 00:00:00+00:00,290.5753,303.19998,311.1204,6.0103324453419456,91
2081-02-28 00:00:00+00:00,285.53934,293.38986,301.2213,4.2200746637093305,90
2081-05-31 00:00:00+00:00,291.77725,302.0182,311.60785,4.426822767247522,92
2081-08-31 00:00:00+00:00,297.51666,308.23276,313.07886,3.119690617711717,92
2081-11-30 00:00:00+00:00,291.77393,300.72284,314.35648,5.401567403545733,91
2082-02-28 00:00:00+00:00,285.00305,292.22662,298.75153,3.4261687532462632,90
2082-05-31 00:00:00+00:00,289.92197,297.3358,305.50134,3.605411354712798,92
2082-08-31 00:00:00+00:00,300.90942,307.5428,313.73355,2.6835954318443025,92
2082-11-30 00:00:00+00:00,294.30597,302.7201,311.32245,4.445850174911413,91
2083-02-28 00:00:00+00:00,285.42224,291.6278,299.78745,3.2930839123155424,90
2083-05-31 00:00:00+00:00,288.05377,296.45053,303.6405,4.435430722079649,92
2083-08-31 00:00:00+00:00,288.91086,303.3187,311.59875,4.829385455246279,92
2083-11-30 00:00:00+00:00,292.74728,303.66364,315.876,5.38967662279926,91
2084-02-29 00:00:00+00:00,285.48575,297.1441,306.85895,4.785118504322088,91
2084-05-31 00:00:00+00:00,289.34665,298.09445,306.7936,3.2494563305947817,92
2084-08-31 00:00:00+00:00,303.24548,309.2542,314.97696,2.6786764232300717,92
2084-11-30 00:00:00+00:00,291.99466,303.02045,311.6323,5.03323559991538,91
2085-02-28 00:00:00+00:00,285.48636,293.70676,300.1038,3.6182504587420143,90
2085-05-31 00:00:00+00:00,284.59787,297.96506,304.60022,4.350089172014034,92
2085-08-31 00:00:00+00:00,297.00513,307.0389,314.67093,3.2897916725222323,92
2085-11-30 00:00:00+00:00,289.42014,303.87308,316.31473,7.702157174627671,91
2086-02-28 00:00:00+00:00,283.62857,290.88763,300.6017,3.21513146640717,90
2086-05-31 00:00:00+00:00,286.81476,298.23386,305.91797,5.099881855887554,92
2086-08-31 00:00:00+00:00,299.84784,306.62918,311.91647,3.1412370158573455,92
2086-11-30 00:00:00+00:00,292.27148,302.56384,310.11102,4.559716642039283,91
2087-02-28 00:00:00+00:00,286.0397,293.4183,299.5158,3.1933477734924067,90
2087-05-31 00:00:00+00:00,288.1719,297.71512,306.0208,3.9833728074554866,92
2087-08-31 00:00:00+00:00,302.2968,307.78687,314.00772,2.215757469715215,92
2087-11-30 00:00:00+00:00,289.0591,302.7064,314.3882,5.550580873041968,91
2088-02-29 00:00:00+00:00,288.19583,294.28427,306.503,4.070170463528716,91
2088-05-31 00:00:00+00:00,289.58026,297.10873,306.15506,3.6430696229273676,92
